case_id,scenario_id,language_code,domain,query,expected_vocal,expected_script,stable,translation_review_status,translation_reviewer,status,http_status,graph_status,latency_seconds,error,routing_pass,plan_pass,plan_reason,language_pass,language_reason,testing_disclaimer_present,testing_disclaimer_at_bottom,two_hr_disclaimer_present,disclaimer_pass,disclaimer_reason,lang_switch_detected,lang_switch_reason,terminology_pass,terminology_reason,source_attribution_pass,source_attribution_reason,response_text
ML-S13-TA,S13,TA,Government Schemes,How can I get a government subsidy for drip irrigation in Rajasthan?,Tamil,Tamil,True,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"இது ஒரு சோதனை பதில். [MOCK RESPONSE for ML-S13-TA] Domain: Government Schemes. Query language: Tamil. [Mock agri content covers: drip irrigation, subsidy, scheme]
⚠️ முக்கியமான அறிவிப்பு (சோதனை) ⚠️

இந்த AjraSakha பயன்பாடு மேம்பாட்டில் உள்ளது மற்றும் சோதனை மற்றும் சரிபார்ப்புக்காக மட்டுமே நோக்கப்பட்"
ML-S13-PA,S13,PA,Government Schemes,How can I get a government subsidy for drip irrigation in Rajasthan?,Punjabi,Gurmukhi,True,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"ਇਹ ਇੱਕ ਟੈਸਟ ਜਵਾਬ ਹੈ। [MOCK RESPONSE for ML-S13-PA] Domain: Government Schemes. Query language: Punjabi. [Mock agri content covers: drip irrigation, subsidy, scheme]
⚠️ ਮਹੱਤਵਪੂਰਨ ਸੂਚਨਾ (ਟੈਸਟਿੰਗ) ⚠️

ਇਹ AjraSakha ਐਪਲੀਕੇਸ਼ਨ ਵਿਕਾਸ ਅਧੀਨ ਹੈ ਅਤੇ ਸਿਰਫ਼ ਟੈਸਟਿੰਗ ਅਤੇ ਪ੍ਰਮਾਣਿਕਤਾ ਲਈ ਹੈ।
ਸਲਾਹਾਂ ਪ੍ਰਯੋਗਾਤਮਕ ਹਨ ਅਤੇ "
ML-S13-TE,S13,TE,Government Schemes,How can I get a government subsidy for drip irrigation in Rajasthan?,Telugu,Telugu,True,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"ఇది ఒక పరీక్ష సమాధానం. [MOCK RESPONSE for ML-S13-TE] Domain: Government Schemes. Query language: Telugu. [Mock agri content covers: drip irrigation, subsidy, scheme]
⚠️ ముఖ్యమైన నోటీసు (పరీక్షా దశ) ⚠️

ఈ AjraSakha అప్లికేషన్ అభివృద్ధిలో ఉంది మరియు కేవలం పరీక్ష మరియు ధృవీకరణ కోసం మాత్రమే ఉద్దేశించబడి"
ML-S14-EN,S14,EN,Government Schemes,What is the PM-Kisan scheme and how do I register for it in Punjab?,English,English,True,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"[MOCK RESPONSE for ML-S14-EN] Domain: Government Schemes. Query language: English. [Mock agri content covers: PM-Kisan, scheme, registration]
⚠️ Important Notice (Testing) ⚠️

This AjraSakha application is under development and intended only for testing and validation.
Advisories are experimental an"
ML-S14-HI,S14,HI,Government Schemes,What is the PM-Kisan scheme and how do I register for it in Punjab?,Hindi,Devanagari,True,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"यह एक परीक्षण उत्तर है। [MOCK RESPONSE for ML-S14-HI] Domain: Government Schemes. Query language: Hindi. [Mock agri content covers: PM-Kisan, scheme, registration]
⚠️ महत्वपूर्ण सूचना (परीक्षण) ⚠️

यह AjraSakha एप्लिकेशन विकास के अधीन है और केवल परीक्षण और सत्यापन के लिए है।
सलाहें प्रयोगात्मक हैं औ"
ML-S14-KN,S14,KN,Government Schemes,What is the PM-Kisan scheme and how do I register for it in Punjab?,Kannada,Kannada,True,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"ಇದು ಒಂದು ಪರೀಕ್ಷಾ ಉತ್ತರ. [MOCK RESPONSE for ML-S14-KN] Domain: Government Schemes. Query language: Kannada. [Mock agri content covers: PM-Kisan, scheme, registration]
⚠️ ಮಹತ್ವದ ಸೂಚನೆ (ಪರೀಕ್ಷಾ ಹಂತ) ⚠️

ಈ AjraSakha ಅಪ್ಲಿಕೇಶನ್ ಅಭಿವೃದ್ಧಿ ಹಂತದಲ್ಲಿದ್ದು, ಕೇವಲ ಪರೀಕ್ಷೆ ಮತ್ತು ಮೌಲ್ಯಮಾಪನಕ್ಕಾಗಿ ಮಾತ್ರ ಉದ್ದೇಶಿಸಲಾಗಿ"
ML-S14-TA,S14,TA,Government Schemes,What is the PM-Kisan scheme and how do I register for it in Punjab?,Tamil,Tamil,True,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"இது ஒரு சோதனை பதில். [MOCK RESPONSE for ML-S14-TA] Domain: Government Schemes. Query language: Tamil. [Mock agri content covers: PM-Kisan, scheme, registration]
⚠️ முக்கியமான அறிவிப்பு (சோதனை) ⚠️

இந்த AjraSakha பயன்பாடு மேம்பாட்டில் உள்ளது மற்றும் சோதனை மற்றும் சரிபார்ப்புக்காக மட்டுமே நோக்கப்பட்டு"
ML-S14-PA,S14,PA,Government Schemes,What is the PM-Kisan scheme and how do I register for it in Punjab?,Punjabi,Gurmukhi,True,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"ਇਹ ਇੱਕ ਟੈਸਟ ਜਵਾਬ ਹੈ। [MOCK RESPONSE for ML-S14-PA] Domain: Government Schemes. Query language: Punjabi. [Mock agri content covers: PM-Kisan, scheme, registration]
⚠️ ਮਹੱਤਵਪੂਰਨ ਸੂਚਨਾ (ਟੈਸਟਿੰਗ) ⚠️

ਇਹ AjraSakha ਐਪਲੀਕੇਸ਼ਨ ਵਿਕਾਸ ਅਧੀਨ ਹੈ ਅਤੇ ਸਿਰਫ਼ ਟੈਸਟਿੰਗ ਅਤੇ ਪ੍ਰਮਾਣਿਕਤਾ ਲਈ ਹੈ।
ਸਲਾਹਾਂ ਪ੍ਰਯੋਗਾਤਮਕ ਹਨ ਅਤੇ ਇਸ"
ML-S14-TE,S14,TE,Government Schemes,What is the PM-Kisan scheme and how do I register for it in Punjab?,Telugu,Telugu,True,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"ఇది ఒక పరీక్ష సమాధానం. [MOCK RESPONSE for ML-S14-TE] Domain: Government Schemes. Query language: Telugu. [Mock agri content covers: PM-Kisan, scheme, registration]
⚠️ ముఖ్యమైన నోటీసు (పరీక్షా దశ) ⚠️

ఈ AjraSakha అప్లికేషన్ అభివృద్ధిలో ఉంది మరియు కేవలం పరీక్ష మరియు ధృవీకరణ కోసం మాత్రమే ఉద్దేశించబడింద"
ML-S15-EN,S15,EN,Nutrient Management,"My soil test shows N=120, P=40, K=30. What fertilizer dose is recommended for paddy in Punjab?",English,English,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"[MOCK RESPONSE for ML-S15-EN] Domain: Nutrient Management. Query language: English. [Mock agri content covers: nitrogen, phosphorus, potassium, paddy]
⚠️ Important Notice (Testing) ⚠️

This AjraSakha application is under development and intended only for testing and validation.
Advisories are experi"
ML-S15-HI,S15,HI,Nutrient Management,"My soil test shows N=120, P=40, K=30. What fertilizer dose is recommended for paddy in Punjab?",Hindi,Devanagari,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"यह एक परीक्षण उत्तर है। [MOCK RESPONSE for ML-S15-HI] Domain: Nutrient Management. Query language: Hindi. [Mock agri content covers: nitrogen, phosphorus, potassium, paddy]
⚠️ महत्वपूर्ण सूचना (परीक्षण) ⚠️

यह AjraSakha एप्लिकेशन विकास के अधीन है और केवल परीक्षण और सत्यापन के लिए है।
सलाहें प्रयोगात"
ML-S15-KN,S15,KN,Nutrient Management,"My soil test shows N=120, P=40, K=30. What fertilizer dose is recommended for paddy in Punjab?",Kannada,Kannada,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"ಇದು ಒಂದು ಪರೀಕ್ಷಾ ಉತ್ತರ. [MOCK RESPONSE for ML-S15-KN] Domain: Nutrient Management. Query language: Kannada. [Mock agri content covers: nitrogen, phosphorus, potassium, paddy]
⚠️ ಮಹತ್ವದ ಸೂಚನೆ (ಪರೀಕ್ಷಾ ಹಂತ) ⚠️

ಈ AjraSakha ಅಪ್ಲಿಕೇಶನ್ ಅಭಿವೃದ್ಧಿ ಹಂತದಲ್ಲಿದ್ದು, ಕೇವಲ ಪರೀಕ್ಷೆ ಮತ್ತು ಮೌಲ್ಯಮಾಪನಕ್ಕಾಗಿ ಮಾತ್ರ ಉದ್"
ML-S15-TA,S15,TA,Nutrient Management,"My soil test shows N=120, P=40, K=30. What fertilizer dose is recommended for paddy in Punjab?",Tamil,Tamil,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"இது ஒரு சோதனை பதில். [MOCK RESPONSE for ML-S15-TA] Domain: Nutrient Management. Query language: Tamil. [Mock agri content covers: nitrogen, phosphorus, potassium, paddy]
⚠️ முக்கியமான அறிவிப்பு (சோதனை) ⚠️

இந்த AjraSakha பயன்பாடு மேம்பாட்டில் உள்ளது மற்றும் சோதனை மற்றும் சரிபார்ப்புக்காக மட்டுமே நோக"
ML-S15-PA,S15,PA,Nutrient Management,"My soil test shows N=120, P=40, K=30. What fertilizer dose is recommended for paddy in Punjab?",Punjabi,Gurmukhi,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"ਇਹ ਇੱਕ ਟੈਸਟ ਜਵਾਬ ਹੈ। [MOCK RESPONSE for ML-S15-PA] Domain: Nutrient Management. Query language: Punjabi. [Mock agri content covers: nitrogen, phosphorus, potassium, paddy]
⚠️ ਮਹੱਤਵਪੂਰਨ ਸੂਚਨਾ (ਟੈਸਟਿੰਗ) ⚠️

ਇਹ AjraSakha ਐਪਲੀਕੇਸ਼ਨ ਵਿਕਾਸ ਅਧੀਨ ਹੈ ਅਤੇ ਸਿਰਫ਼ ਟੈਸਟਿੰਗ ਅਤੇ ਪ੍ਰਮਾਣਿਕਤਾ ਲਈ ਹੈ।
ਸਲਾਹਾਂ ਪ੍ਰਯੋਗਾਤਮਕ "
ML-S15-TE,S15,TE,Nutrient Management,"My soil test shows N=120, P=40, K=30. What fertilizer dose is recommended for paddy in Punjab?",Telugu,Telugu,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"ఇది ఒక పరీక్ష సమాధానం. [MOCK RESPONSE for ML-S15-TE] Domain: Nutrient Management. Query language: Telugu. [Mock agri content covers: nitrogen, phosphorus, potassium, paddy]
⚠️ ముఖ్యమైన నోటీసు (పరీక్షా దశ) ⚠️

ఈ AjraSakha అప్లికేషన్ అభివృద్ధిలో ఉంది మరియు కేవలం పరీక్ష మరియు ధృవీకరణ కోసం మాత్రమే ఉద్దే"
ML-S16-EN,S16,EN,Weather,What is the weather today in Ropar district of Punjab?,English,English,False,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"[MOCK RESPONSE for ML-S16-EN] Domain: Weather. Query language: English. [Mock agri content covers: weather, temperature]
⚠️ Important Notice (Testing) ⚠️

This AjraSakha application is under development and intended only for testing and validation.
Advisories are experimental and currently cover maj"
ML-S16-HI,S16,HI,Weather,What is the weather today in Ropar district of Punjab?,Hindi,Devanagari,False,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"यह एक परीक्षण उत्तर है। [MOCK RESPONSE for ML-S16-HI] Domain: Weather. Query language: Hindi. [Mock agri content covers: weather, temperature]
⚠️ महत्वपूर्ण सूचना (परीक्षण) ⚠️

यह AjraSakha एप्लिकेशन विकास के अधीन है और केवल परीक्षण और सत्यापन के लिए है।
सलाहें प्रयोगात्मक हैं और वर्तमान में चुनिंदा"
ML-S16-KN,S16,KN,Weather,What is the weather today in Ropar district of Punjab?,Kannada,Kannada,False,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"ಇದು ಒಂದು ಪರೀಕ್ಷಾ ಉತ್ತರ. [MOCK RESPONSE for ML-S16-KN] Domain: Weather. Query language: Kannada. [Mock agri content covers: weather, temperature]
⚠️ ಮಹತ್ವದ ಸೂಚನೆ (ಪರೀಕ್ಷಾ ಹಂತ) ⚠️

ಈ AjraSakha ಅಪ್ಲಿಕೇಶನ್ ಅಭಿವೃದ್ಧಿ ಹಂತದಲ್ಲಿದ್ದು, ಕೇವಲ ಪರೀಕ್ಷೆ ಮತ್ತು ಮೌಲ್ಯಮಾಪನಕ್ಕಾಗಿ ಮಾತ್ರ ಉದ್ದೇಶಿಸಲಾಗಿದೆ.
ಸಲಹೆಗಳು ಪ್ರಾಯೋಗಿಕ"
ML-S16-TA,S16,TA,Weather,What is the weather today in Ropar district of Punjab?,Tamil,Tamil,False,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"இது ஒரு சோதனை பதில். [MOCK RESPONSE for ML-S16-TA] Domain: Weather. Query language: Tamil. [Mock agri content covers: weather, temperature]
⚠️ முக்கியமான அறிவிப்பு (சோதனை) ⚠️

இந்த AjraSakha பயன்பாடு மேம்பாட்டில் உள்ளது மற்றும் சோதனை மற்றும் சரிபார்ப்புக்காக மட்டுமே நோக்கப்பட்டுள்ளது.
ஆலோசனைகள் சோதன"
ML-S16-PA,S16,PA,Weather,What is the weather today in Ropar district of Punjab?,Punjabi,Gurmukhi,False,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"ਇਹ ਇੱਕ ਟੈਸਟ ਜਵਾਬ ਹੈ। [MOCK RESPONSE for ML-S16-PA] Domain: Weather. Query language: Punjabi. [Mock agri content covers: weather, temperature]
⚠️ ਮਹੱਤਵਪੂਰਨ ਸੂਚਨਾ (ਟੈਸਟਿੰਗ) ⚠️

ਇਹ AjraSakha ਐਪਲੀਕੇਸ਼ਨ ਵਿਕਾਸ ਅਧੀਨ ਹੈ ਅਤੇ ਸਿਰਫ਼ ਟੈਸਟਿੰਗ ਅਤੇ ਪ੍ਰਮਾਣਿਕਤਾ ਲਈ ਹੈ।
ਸਲਾਹਾਂ ਪ੍ਰਯੋਗਾਤਮਕ ਹਨ ਅਤੇ ਇਸ ਵੇਲੇ ਚੁਣੇ ਹੋਏ ਰਾਜਾਂ "
ML-S16-TE,S16,TE,Weather,What is the weather today in Ropar district of Punjab?,Telugu,Telugu,False,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"ఇది ఒక పరీక్ష సమాధానం. [MOCK RESPONSE for ML-S16-TE] Domain: Weather. Query language: Telugu. [Mock agri content covers: weather, temperature]
⚠️ ముఖ్యమైన నోటీసు (పరీక్షా దశ) ⚠️

ఈ AjraSakha అప్లికేషన్ అభివృద్ధిలో ఉంది మరియు కేవలం పరీక్ష మరియు ధృవీకరణ కోసం మాత్రమే ఉద్దేశించబడింది.
సలహాలు ప్రయోగాత్మక"
ML-S17-EN,S17,EN,Weather,"What is the weather forecast for Ludhiana, Punjab for the next few days?",English,English,False,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"[MOCK RESPONSE for ML-S17-EN] Domain: Weather. Query language: English. [Mock agri content covers: weather, forecast, rain]
⚠️ Important Notice (Testing) ⚠️

This AjraSakha application is under development and intended only for testing and validation.
Advisories are experimental and currently cover "
ML-S17-HI,S17,HI,Weather,"What is the weather forecast for Ludhiana, Punjab for the next few days?",Hindi,Devanagari,False,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"यह एक परीक्षण उत्तर है। [MOCK RESPONSE for ML-S17-HI] Domain: Weather. Query language: Hindi. [Mock agri content covers: weather, forecast, rain]
⚠️ महत्वपूर्ण सूचना (परीक्षण) ⚠️

यह AjraSakha एप्लिकेशन विकास के अधीन है और केवल परीक्षण और सत्यापन के लिए है।
सलाहें प्रयोगात्मक हैं और वर्तमान में चुनि"
ML-S17-KN,S17,KN,Weather,"What is the weather forecast for Ludhiana, Punjab for the next few days?",Kannada,Kannada,False,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"ಇದು ಒಂದು ಪರೀಕ್ಷಾ ಉತ್ತರ. [MOCK RESPONSE for ML-S17-KN] Domain: Weather. Query language: Kannada. [Mock agri content covers: weather, forecast, rain]
⚠️ ಮಹತ್ವದ ಸೂಚನೆ (ಪರೀಕ್ಷಾ ಹಂತ) ⚠️

ಈ AjraSakha ಅಪ್ಲಿಕೇಶನ್ ಅಭಿವೃದ್ಧಿ ಹಂತದಲ್ಲಿದ್ದು, ಕೇವಲ ಪರೀಕ್ಷೆ ಮತ್ತು ಮೌಲ್ಯಮಾಪನಕ್ಕಾಗಿ ಮಾತ್ರ ಉದ್ದೇಶಿಸಲಾಗಿದೆ.
ಸಲಹೆಗಳು ಪ್ರಾಯೋ"
ML-S17-TA,S17,TA,Weather,"What is the weather forecast for Ludhiana, Punjab for the next few days?",Tamil,Tamil,False,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"இது ஒரு சோதனை பதில். [MOCK RESPONSE for ML-S17-TA] Domain: Weather. Query language: Tamil. [Mock agri content covers: weather, forecast, rain]
⚠️ முக்கியமான அறிவிப்பு (சோதனை) ⚠️

இந்த AjraSakha பயன்பாடு மேம்பாட்டில் உள்ளது மற்றும் சோதனை மற்றும் சரிபார்ப்புக்காக மட்டுமே நோக்கப்பட்டுள்ளது.
ஆலோசனைகள் ச"
ML-S17-PA,S17,PA,Weather,"What is the weather forecast for Ludhiana, Punjab for the next few days?",Punjabi,Gurmukhi,False,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"ਇਹ ਇੱਕ ਟੈਸਟ ਜਵਾਬ ਹੈ। [MOCK RESPONSE for ML-S17-PA] Domain: Weather. Query language: Punjabi. [Mock agri content covers: weather, forecast, rain]
⚠️ ਮਹੱਤਵਪੂਰਨ ਸੂਚਨਾ (ਟੈਸਟਿੰਗ) ⚠️

ਇਹ AjraSakha ਐਪਲੀਕੇਸ਼ਨ ਵਿਕਾਸ ਅਧੀਨ ਹੈ ਅਤੇ ਸਿਰਫ਼ ਟੈਸਟਿੰਗ ਅਤੇ ਪ੍ਰਮਾਣਿਕਤਾ ਲਈ ਹੈ।
ਸਲਾਹਾਂ ਪ੍ਰਯੋਗਾਤਮਕ ਹਨ ਅਤੇ ਇਸ ਵੇਲੇ ਚੁਣੇ ਹੋਏ ਰਾਜ"
ML-S17-TE,S17,TE,Weather,"What is the weather forecast for Ludhiana, Punjab for the next few days?",Telugu,Telugu,False,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"ఇది ఒక పరీక్ష సమాధానం. [MOCK RESPONSE for ML-S17-TE] Domain: Weather. Query language: Telugu. [Mock agri content covers: weather, forecast, rain]
⚠️ ముఖ్యమైన నోటీసు (పరీక్షా దశ) ⚠️

ఈ AjraSakha అప్లికేషన్ అభివృద్ధిలో ఉంది మరియు కేవలం పరీక్ష మరియు ధృవీకరణ కోసం మాత్రమే ఉద్దేశించబడింది.
సలహాలు ప్రయోగాత"
ML-S18-EN,S18,EN,General,How can I make money quickly?,English,English,True,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,no terminology assertions defined,True,,"[MOCK RESPONSE for ML-S18-EN] Domain: General. Query language: English.
⚠️ Important Notice (Testing) ⚠️

This AjraSakha application is under development and intended only for testing and validation.
Advisories are experimental and currently cover major crops in selected states.
____________________"
ML-S18-HI,S18,HI,General,How can I make money quickly?,Hindi,Devanagari,True,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,no terminology assertions defined,True,,"यह एक परीक्षण उत्तर है। [MOCK RESPONSE for ML-S18-HI] Domain: General. Query language: Hindi.
⚠️ महत्वपूर्ण सूचना (परीक्षण) ⚠️

यह AjraSakha एप्लिकेशन विकास के अधीन है और केवल परीक्षण और सत्यापन के लिए है।
सलाहें प्रयोगात्मक हैं और वर्तमान में चुनिंदा राज्यों में प्रमुख फसलों को कवर करती हैं।
______"
ML-S18-KN,S18,KN,General,How can I make money quickly?,Kannada,Kannada,True,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,no terminology assertions defined,True,,"ಇದು ಒಂದು ಪರೀಕ್ಷಾ ಉತ್ತರ. [MOCK RESPONSE for ML-S18-KN] Domain: General. Query language: Kannada.
⚠️ ಮಹತ್ವದ ಸೂಚನೆ (ಪರೀಕ್ಷಾ ಹಂತ) ⚠️

ಈ AjraSakha ಅಪ್ಲಿಕೇಶನ್ ಅಭಿವೃದ್ಧಿ ಹಂತದಲ್ಲಿದ್ದು, ಕೇವಲ ಪರೀಕ್ಷೆ ಮತ್ತು ಮೌಲ್ಯಮಾಪನಕ್ಕಾಗಿ ಮಾತ್ರ ಉದ್ದೇಶಿಸಲಾಗಿದೆ.
ಸಲಹೆಗಳು ಪ್ರಾಯೋಗಿಕವಾಗಿದ್ದು, ಪ್ರಸ್ತುತ ಆಯ್ದ ರಾಜ್ಯಗಳಲ್ಲಿ ಪ್ರಮುಖ ಬೆಳೆಗಳ"
ML-S18-TA,S18,TA,General,How can I make money quickly?,Tamil,Tamil,True,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,no terminology assertions defined,True,,"இது ஒரு சோதனை பதில். [MOCK RESPONSE for ML-S18-TA] Domain: General. Query language: Tamil.
⚠️ முக்கியமான அறிவிப்பு (சோதனை) ⚠️

இந்த AjraSakha பயன்பாடு மேம்பாட்டில் உள்ளது மற்றும் சோதனை மற்றும் சரிபார்ப்புக்காக மட்டுமே நோக்கப்பட்டுள்ளது.
ஆலோசனைகள் சோதனை முறையிலானவை மற்றும் தற்போது தேர்ந்தெடுக்கப்பட்ட"
ML-S18-PA,S18,PA,General,How can I make money quickly?,Punjabi,Gurmukhi,True,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,no terminology assertions defined,True,,"ਇਹ ਇੱਕ ਟੈਸਟ ਜਵਾਬ ਹੈ। [MOCK RESPONSE for ML-S18-PA] Domain: General. Query language: Punjabi.
⚠️ ਮਹੱਤਵਪੂਰਨ ਸੂਚਨਾ (ਟੈਸਟਿੰਗ) ⚠️

ਇਹ AjraSakha ਐਪਲੀਕੇਸ਼ਨ ਵਿਕਾਸ ਅਧੀਨ ਹੈ ਅਤੇ ਸਿਰਫ਼ ਟੈਸਟਿੰਗ ਅਤੇ ਪ੍ਰਮਾਣਿਕਤਾ ਲਈ ਹੈ।
ਸਲਾਹਾਂ ਪ੍ਰਯੋਗਾਤਮਕ ਹਨ ਅਤੇ ਇਸ ਵੇਲੇ ਚੁਣੇ ਹੋਏ ਰਾਜਾਂ ਵਿੱਚ ਮੁੱਖ ਫ਼ਸਲਾਂ ਨੂੰ ਕਵਰ ਕਰਦੀਆਂ ਹਨ।
_____________"
ML-S18-TE,S18,TE,General,How can I make money quickly?,Telugu,Telugu,True,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,no terminology assertions defined,True,,"ఇది ఒక పరీక్ష సమాధానం. [MOCK RESPONSE for ML-S18-TE] Domain: General. Query language: Telugu.
⚠️ ముఖ్యమైన నోటీసు (పరీక్షా దశ) ⚠️

ఈ AjraSakha అప్లికేషన్ అభివృద్ధిలో ఉంది మరియు కేవలం పరీక్ష మరియు ధృవీకరణ కోసం మాత్రమే ఉద్దేశించబడింది.
సలహాలు ప్రయోగాత్మకమైనవి మరియు ప్రస్తుతం ఎంచుకున్న రాష్ట్రాల్లో ప్రధ"
ML-S19-EN,S19,EN,General,"Hello, who are you?",English,English,True,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"[MOCK RESPONSE for ML-S19-EN] Domain: General. Query language: English. [Mock agri content covers: AjraSakha, agriculture]
⚠️ Important Notice (Testing) ⚠️

This AjraSakha application is under development and intended only for testing and validation.
Advisories are experimental and currently cover m"
ML-S19-HI,S19,HI,General,"Hello, who are you?",Hindi,Devanagari,True,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"यह एक परीक्षण उत्तर है। [MOCK RESPONSE for ML-S19-HI] Domain: General. Query language: Hindi. [Mock agri content covers: AjraSakha, agriculture]
⚠️ महत्वपूर्ण सूचना (परीक्षण) ⚠️

यह AjraSakha एप्लिकेशन विकास के अधीन है और केवल परीक्षण और सत्यापन के लिए है।
सलाहें प्रयोगात्मक हैं और वर्तमान में चुनिं"
ML-S19-KN,S19,KN,General,"Hello, who are you?",Kannada,Kannada,True,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"ಇದು ಒಂದು ಪರೀಕ್ಷಾ ಉತ್ತರ. [MOCK RESPONSE for ML-S19-KN] Domain: General. Query language: Kannada. [Mock agri content covers: AjraSakha, agriculture]
⚠️ ಮಹತ್ವದ ಸೂಚನೆ (ಪರೀಕ್ಷಾ ಹಂತ) ⚠️

ಈ AjraSakha ಅಪ್ಲಿಕೇಶನ್ ಅಭಿವೃದ್ಧಿ ಹಂತದಲ್ಲಿದ್ದು, ಕೇವಲ ಪರೀಕ್ಷೆ ಮತ್ತು ಮೌಲ್ಯಮಾಪನಕ್ಕಾಗಿ ಮಾತ್ರ ಉದ್ದೇಶಿಸಲಾಗಿದೆ.
ಸಲಹೆಗಳು ಪ್ರಾಯೋಗ"
ML-S19-TA,S19,TA,General,"Hello, who are you?",Tamil,Tamil,True,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"இது ஒரு சோதனை பதில். [MOCK RESPONSE for ML-S19-TA] Domain: General. Query language: Tamil. [Mock agri content covers: AjraSakha, agriculture]
⚠️ முக்கியமான அறிவிப்பு (சோதனை) ⚠️

இந்த AjraSakha பயன்பாடு மேம்பாட்டில் உள்ளது மற்றும் சோதனை மற்றும் சரிபார்ப்புக்காக மட்டுமே நோக்கப்பட்டுள்ளது.
ஆலோசனைகள் சோ"
ML-S19-PA,S19,PA,General,"Hello, who are you?",Punjabi,Gurmukhi,True,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"ਇਹ ਇੱਕ ਟੈਸਟ ਜਵਾਬ ਹੈ। [MOCK RESPONSE for ML-S19-PA] Domain: General. Query language: Punjabi. [Mock agri content covers: AjraSakha, agriculture]
⚠️ ਮਹੱਤਵਪੂਰਨ ਸੂਚਨਾ (ਟੈਸਟਿੰਗ) ⚠️

ਇਹ AjraSakha ਐਪਲੀਕੇਸ਼ਨ ਵਿਕਾਸ ਅਧੀਨ ਹੈ ਅਤੇ ਸਿਰਫ਼ ਟੈਸਟਿੰਗ ਅਤੇ ਪ੍ਰਮਾਣਿਕਤਾ ਲਈ ਹੈ।
ਸਲਾਹਾਂ ਪ੍ਰਯੋਗਾਤਮਕ ਹਨ ਅਤੇ ਇਸ ਵੇਲੇ ਚੁਣੇ ਹੋਏ ਰਾਜਾ"
