"KVK ID","KVK Name","KVK Address","State Name","State LGD Code","District Name","District Name New","District LGD Code","Web Address","Landline Number","Fax Number","Email ID","Pin Code","ATARI Name","Host Institute","Latitude","Longitude"
"K0352","Jalgaon 2","Krishi Vigyan Kendra, Mamaurabad Farm, Jalgaon District, Maharashtra","Maharashtra","=""27""","Jalgaon","Jalgaon","478","http://www.kvkjalgaon.org","NA","NA","kvk.Jalgaon2@icar.gov.in","425001","ICAR-ATARI  Zone-VIII Pune","Mahatma Phule Krishi Vidyapeeth , Rahuri","21.362004","75.902828"
"K0353","Latur","Plot no P-160,Additional MIDC,at post-Gangapur, Harangul(B),Tq. Dist. Latur","Maharashtra","=""27""","Latur","Latur","481","http://www.kvklatur.in","02382-267411","NA","kvklaturms@gmail.com","413531","ICAR-ATARI  Zone-VIII Pune","Manjara Charitable Trust , Latur, Maharashtra","18.380811","76.483421"
"K0354","Yavatmal 1","Krishi Vigyan Kendra,Waghapur Road,PO. & Distt. Yavatmal","Maharashtra","=""27""","Yavatmal","Yavatmal","500","http://www.kvkyavatmal.pdkv.ac.in","07232-248235","07232-248235","pckvkytl@yahoo.co.in","445001","ICAR-ATARI  Zone-VIII Pune","Dr.Punjabrao Deshmukh Krishi Vidyapeeth  , Akola","20.399468","78.11679"
"K0355","Gondia","Krishi Vigyan Kendra,Hiwara, Post Ratnara,Distt. Gondia","Maharashtra","=""27""","Gondiya","Gondia","476","NA","07182-280180","NA","kvk_gondia@rediffmail.com","441614","ICAR-ATARI  Zone-VIII Pune","Dr.Punjabrao Deshmukh Krishi Vidyapeeth  , Akola","21.491671","80.159984"
"K0356","Gadchiroli","Krishi Vigyan Kendra,Mul Road, ITI Square, Sonapur Complex, Gadchiroli ,Dist. Gadchiroli","Maharashtra","=""27""","Gadchiroli","Gadchiroli","475","http://kvksonapur.pdkv.ac.in","07132-223017","NA","kvksonapur@gmail.com","442605","ICAR-ATARI  Zone-VIII Pune","Dr.Punjabrao Deshmukh Krishi Vidyapeeth  , Akola","19.898128","79.87762"
"K0357","Osmanabad","Krishi Vigyan Kendra, Ausa Road, PO.Tuljapur Dist. Osmanabad","Maharashtra","=""27""","Osmanabad","Dharashiv","488","NA","02471-295548","NA","kvktuljapur@gmail.com","413601","ICAR-ATARI  Zone-VIII Pune","Marathwada Krishi Vidyapeeth , Parbhani","18.01031","76.088319"
"K0358","Raigarh","Krishi Vigyan Kendra,At. Killa, PO. Dhatav, Tal.Roha, Distt. Raigarh","Maharashtra","=""27""","Raigarh","Raigad","491","http://www.kvkraigad.org/","02194-203108","NA","kvk_roha@rediffmail.com","402116","ICAR-ATARI  Zone-VIII Pune","Dr. Bala Saheb Sawant Konkan Krishi Vidyapeeth , Dapoli","18.438488","73.115588"
"K0359","Bhandara","Krishi Vigyan Kendra,PO. Sakoli,Distt. Bhandara","Maharashtra","=""27""","Bhandara","Bhandara","471","http://kvksakoli.pdkv.ac.in","07186-295018","NA","kvkbhandara@gmail.com","441802","ICAR-ATARI  Zone-VIII Pune","Dr.Punjabrao Deshmukh Krishi Vidyapeeth  , Akola","21.06811","79.986225"
"K0360","Hingoli","Krishi Vigyan Kendra,Tondapur, PO. WarangaTal. Kalamnuri,Distt. Hingoli","Maharashtra","=""27""","Hingoli","Hingoli","477","http://kvkhingoli.org ","9765390976","NA","kvkhingoli@gmail.com","431701","ICAR-ATARI  Zone-VIII Pune","Sant Namdev Sevabhavi Sanstha , Hingoli, Maharashtra","19.423104","77.401509"
"K0361","Nandurbar","Krishi Vigyan Kendra,At & PO. Kolde,Distt. Nandurbar","Maharashtra","=""27""","Nandurbar","Nandurbar","486","http://www.kvknandurbar.net","02564-299315","NA","kvk_ndb@yahoo.com","425412","ICAR-ATARI  Zone-VIII Pune","Dr. Hedgewar Seva Samiti , Nandurbar, Maharashtra","21.436552","74.280915"
"K0362","Chandrapur","Krishi Vigyan Kendra,PO. Gadmousi, ta. Sindewahi,Distt. Chandrapur","Maharashtra","=""27""","Chandrapur","Chandrapur","473","NA","07178-288737","NA","pckvksindewahi@gmail.com","441222","ICAR-ATARI  Zone-VIII Pune","Dr.Punjabrao Deshmukh Krishi Vidyapeeth  , Akola","20.29059","79.660061"
"K0363","Amravati 1","Near Tapovaneshwar Temple, Bodna Fata, Chandur Rly Road, Post Pohara TQ and District Amravati   ","Maharashtra","=""27""","Amravati","Amravati","468","http://www.kvkghatkhed.org","7212950342","NA","kvkgamravati@rediffmail.com","444904","ICAR-ATARI  Zone-VIII Pune","Shramsafalya Foundation , Amravati, Maharashtra","20.923814","77.888397"
"K0364","Amravati 2","Krishi Vigyan Kendra,Durgapur (Badnera), Amravati","Maharashtra","=""27""","Amravati","Amravati","468","http://www.kvkdurgapur.in","7212992244","NA","pckvkda2015@gmail.com","444701","ICAR-ATARI  Zone-VIII Pune","Shram Sadhana Trust , Amravati, Maharashtra","20.83916","77.714603"
"K0365","Sindhudurg"," Krishi Vigyan Kendra,PO. Kirlos, Tal. Malvan Distt. Sindhudurg","Maharashtra","=""27""","Sindhudurg","Sindhudurg","495","www.kvksindhudurg.com","NA","NA","kvksin@rediffmail.com","416616","ICAR-ATARI  Zone-VIII Pune","Sindhudurg Zilla Krishi Pratishthan Kirlos , Sindhudurg, Maharashtra","16.245501","73.638864"
"K0366","Nagpur 1","Krishi Vigyan Kendra,Post Box No. 2, Post Shankar Nagar,Distt. Nagpur","Maharashtra","=""27""","Nagpur","Nagpur","484","http://www.kvknagpur.org.in","07103-275536","07103-275529","kvk.Nagpur@icar.gov.in","440010","ICAR-ATARI  Zone-VIII Pune","Central Institute of Cotton Research , Post Box No. 2, Shankarnagar PO Nagpur, Maharashtra ","21.036851","79.056001"
"K0367","Nashik 1","Krishi Vigyan Kendra, Yashwantrao Chavan Maharashtra Open University, Near Gangapur Dam, Gowardhan Area, Nashik – 422 222, Maharashtra","Maharashtra","=""27""","Nashik","Nashik","487","https://www.kvknashik.org/","0253-2230698","0253-2230698","kvknashik@rediffmail.com","422222","ICAR-ATARI  Zone-VIII Pune","Y.C. Maharastra Open University , Dnyanagangotri,Near Gangapur Dam, Nashik","20.021056","73.691711"
"K0368","Parbhani","P. B. No.- 33, Jintur Road, Parbhani","Maharashtra","=""27""","Parbhani","Parbhani","489","http://www.kvkparbhani.org","2452223045","NA","kvkpbn94@yahoo.co.in","431401","ICAR-ATARI  Zone-VIII Pune","Jeevan Jyot Charitable Trust , Parbhani, Maharashtra","19.26061","76.778765"
"K0369","Kolhapur","DYPES, KVK Kolhapur - I","Maharashtra","=""27""","Kolhapur","Kolhapur","480","http://www.kvkkolhapur.com","0230 2479099","0230 2479099","kvkkolhapur@gmail.com","416112","ICAR-ATARI  Zone-VIII Pune","D Y PATIL EDUCATION SOCIETY , Kolhapur, Maharashtra","16.876492","74.260199"
"K0370","Buldana 1"," Krishi Vigyan Kendra, PO. Jalgaon, Jamod,Distt. Buldana (M.S.)","Maharashtra","=""27""","Buldana","Buldhana","472","http://www.kvkbuldana.com","07266-221620","07266-221620","kvkbuldana@gmail.com","443402","ICAR-ATARI  Zone-VIII Pune","Satpuda Education Society , Buldhana, Maharashtra","21.049181","76.550783"
"K0371","Nanded 1","Krishi Vigyan Kendra, At.Pokharni Phata Purana Road,PO. Limbgaon, Tal & Dist. Nanded","Maharashtra","=""27""","Nanded","Nanded","485","http://www.kvknanded.com","8975899504","NA","kvk_nanded@yahoo.co.in","431602","ICAR-ATARI  Zone-VIII Pune","Jawaharlal Nehru Institute of Education Science and Technological Trust , Nanded, Maharashtra","19.184166","77.222053"
"K0372","Solapur 1","Krishi Vigyan Kendra,Gat No: 22/1/B, Solapur-Barshi Road,At: Khed, PO. Kegaon, Tal: North Solapur,,Distt. Solapur. ","Maharashtra","=""27""","Solapur","Solapur","496","http://www.kvksolapur.org","0217-2990563, 0217-2990564","NA","kvksolapur@gmail.com","413255","ICAR-ATARI  Zone-VIII Pune","Shabari Krishi Pratishthan , Solapur, Maharashtra","17.73168","75.879709"
"K0373","Washim","Krishi Vigyan Kendra, Karda, PO. Risod, Loni Road, Distt. Washim","Maharashtra","=""27""","Washim","Washim","499","http://www.kvkwashim.com","07251-229513","07251-222462","kvk.washim@yahoo.com","444506","ICAR-ATARI  Zone-VIII Pune","Suvide Foundation , Washim, Maharashtra","20.038509","76.773972"
"K0374","Beed 1","Krishi Vigyan Kendra,Post Box No. 28, Ambajogai, Dist. Beed","Maharashtra","=""27""","Bid","Beed","470","http://www.drikvkbeed.org","02446-258557","02446-258557","kvkbeed@rediffmail.com","431517","ICAR-ATARI  Zone-VIII Pune","Deen Dayal Research Institute , Krishi Vigyan Kendra, Majhgawan (Satna) MP-485331","18.689486","76.292059"
"K0375","Satara 1","Krishi Vigyan Kendra,PO. Kalawade, Tal. Karad,Dist. Satara. KVK Website- kvkkarad.com","Maharashtra","=""27""","Satara","Satara","494","kvkkarad.com","NA","02164-288070","pckvkkarad@gmail.com","415539","ICAR-ATARI  Zone-VIII Pune","Kalyani Gorakshan Trust , Pune, Maharashtra","17.173062","74.153917"
"K0376","Pune 1","At Post Malegaon Khurd Tal.Baramati,Dist. Pune","Maharashtra","=""27""","Pune","Pune","490","http://www.kvkbaramati.com","02112-255227/255327","02112-255327","kvkbmt@yahoo.com","413115","ICAR-ATARI  Zone-VIII Pune","Agricultural Development Trust , Pune, Maharashtra","18.143896","74.529862"
"K0377","Ahmadnagar 1"," Krishi Vigyan Kendra,PO Babhleshwar,Tal. Rahata.Distt. Ahmednagar","Maharashtra","=""27""","Ahmadnagar","Ahilyanagar","466","http://www.kvk.pravara.com","02422-252414","02422-253536","kvkahmednagar@yahoo.com","413737","ICAR-ATARI  Zone-VIII Pune","Pravara Institute of Research and Education in Natural and Social Sciences , Ahamednagar, Maharashtra","19.606944","74.507322"
"K0378","Sangli 1","Krishi Vigyan Kendra,PO. Kanchanpur,Tal. Miraj, Distt. Sangli","Maharashtra","=""27""","Sangli","Sangli","493","http://www.kvksangli.org","NA","NA","kvksangli@rediffmail.com","416306","ICAR-ATARI  Zone-VIII Pune","Vasant-Prakash Vikas Pratishthan , Sangli, Maharashtra","16.920801","74.672569"
"K0379","Jalna","Krishi Vigyan Kendra,Post Box No. 45,Kharpudi,Jalna","Maharashtra","=""27""","Jalna","Jalna","479","http://kvkjalna.org.in/","02482-235586","02482-237326","pckvkjalna@gmail.com","431203","ICAR-ATARI  Zone-VIII Pune","Marathwada Sheti Sahhaya Mandal , Jalna, Maharashtra","19.825339","75.937844"
"K0380","Jalgaon 1","Krishi Vigyan Kendra, PO. Pal, Tal. Raver, Distt. Jalgaon","Maharashtra","=""27""","Jalgaon","Jalgaon","478","kvkpal.in","02584-288525","02584-288439","kvkpal@gmail.com","425504","ICAR-ATARI  Zone-VIII Pune","Satpuda Vikas Mandal , Jalgaon, Maharashtra","21.041155","75.569911"
"K0381","Aurangabad MH 1","Krishi Vigyan Kendra,Paithan Road,Distt. Aurangabad","Maharashtra","=""27""","Aurangabad","Chhatrapati Sambhajinagar","469","http://www.vnmkvkvkaurangabad.org","0240-2376558","0240-2376558","pckvkvnmkv@gmail.com","431010","ICAR-ATARI  Zone-VIII Pune","Marathwada Krishi Vidyapeeth , Parbhani","19.847803","75.2967"
"K0382","Ratnagiri","Krishi Vigyan Kendra,At Post Deodhe Tal Lanja,Dist. Ratnagiri","Maharashtra","=""27""","Ratnagiri","Ratnagiri","492","http://www.kvkratnagiri.org","02351-230361","02351-230361","kvkratnagiri@rediffmail.com","416712","ICAR-ATARI  Zone-VIII Pune","Dr. Bala Saheb Sawant Konkan Krishi Vidyapeeth , Dapoli","16.856419","73.542498"
"K0383","Dhule","Krishi Vigyan Kendra,Parola Chaufuli ,NH3,Distt. Dhule","Maharashtra","=""27""","Dhule","Dhule","474","http://www.kvkdhule.org","2562299165","NA","pckvkdhule@gmail.com","424004","ICAR-ATARI  Zone-VIII Pune","Mahatma Phule Krishi Vidyapeeth , Rahuri","20.900188","74.798802"
"K0384","Wardha","Krishi Vigyan Kendra,PO. Selsura,Distt. Wardha","Maharashtra","=""27""","Wardha","Wardha","498","NA","0124-2764907","NA","kvk.wardha@gmail.com","422001","ICAR-ATARI  Zone-VIII Pune","Dr.Punjabrao Deshmukh Krishi Vidyapeeth  , Akola","20.666641","78.520766"
"K0385","Thane 1","Krishi Vigyan Kendra,PO. Kosbad Hill,Distt. Thane","Maharashtra","=""27""","Thane","Thane","497","http://kvkthane.co.in","02528-241439","02528-241439","kvkkosbad439@gmail.com","401703","ICAR-ATARI  Zone-VIII Pune","Gokhale Educational Society , Shivashakti Bunglow Kulkarni Colony, Sharanpur Road Nashik (KVK - Thane)","19.218327","72.978078"
"K0386","Nashik 2","Krishi Vigyan Kendra, At Vadel, Taluka –Malegaon, Distt.-Nashik (Maharashtra)","Maharashtra","=""27""","Nashik","Nashik","487","http://www.kvkmalegaon.org","9420477497","NA","kvkmalegaon@gmail.com","423206","ICAR-ATARI  Zone-VIII Pune","Richfield Agro e-Research & Development Centre , Nashik, Maharashtra","20.639367","74.457122"
"K0387","Solapur 2","Krishi Vigyan Kendra, Mohol, Solapur - Pune Highway, Tal. Mohol, Dist.- Solapur (M. S.) - 413 213","Maharashtra","=""27""","Solapur","Solapur","496","http://www.mpkvkvkmohol.org","02189-233001","NA","kvkmohol.mpkv@gov.in","413213","ICAR-ATARI  Zone-VIII Pune","Mahatma Phule Krishi Vidyapeeth , Rahuri","17.815962","75.635888"
"K0388","Aurangabad MH 2","Gut No. 279, At Gandheli, Post - Adgaon, Tq. & Dist.- Aurangabad ","Maharashtra","=""27""","Aurangabad","Chhatrapati Sambhajinagar","469","https://www.mgmkvk.com/","0240-6482000","NA","mgmkvk@gmail.com","431007","ICAR-ATARI  Zone-VIII Pune","Mahatma Gandhi Mission , Aurangabad, Maharashtra","19.847803","75.2967"
"K0389","Nanded 2","SSM, Krishi Vigyan Kendra Village- Sagroli, Taluka- Biloli Dist.-Nanded (Maharashtra) - 431731","Maharashtra","=""27""","Nanded","Nanded","485","http://www.kvksagroli.co.in","02465-227757","02465-227848","kvksagroli@gmail.com","431731","ICAR-ATARI  Zone-VIII Pune","Sanskriti Samvardhan Mandal , Nanded, Maharashtra","18.691989","77.730733"
"K0390","Ahmadnagar 2","Krishi Vigyan Kendra, Dahigaon-Ne, At.Post- Dahigaon-Ne, Taluka- Shevgaon, Dist- Ahamednagar (M.S)","Maharashtra","=""27""","Ahmadnagar","Ahilyanagar","466","http://kvkdahigaon.org/","02429-272030, 272020"," 02427-255528","kvkdahigaon@gmail.com","414502","ICAR-ATARI  Zone-VIII Pune","Shri Marutrao Ghule Patil Shikshan Sanstha , Ahamednagar, Maharashtra","19.606944","74.507322"
"K0391","Ganganagar ","Krishi Vigyan Kendra, Sriganganagar , Jaitsar Road, Padampur, ,Swami Keshwanand Rajasthan Agricultural University Distt. Sriganganagar","Rajasthan","=""8""","Ganganagar ","Ganganagar","100","https://kvksgnr.wordpress.com/about/","1505232929","NA","kvksgnr@gmail.com","335041","ICAR-ATARI  Zone-II Jodhpur","Swami Keshwanand Rajasthan Agricultural University , Bikaner ","29.69976","73.63504"
"K0392","Karauli ","Krishi Vigyan Kendra,Village-AKORASHI,Post-Dhindora,Bayana Road,Hindaun City,Distt. Karauli (Rajasthan)","Rajasthan","=""8""","Karauli ","Karauli","108","http://karauli.kvk2.in/index.html","NA","NA","kvk.hnd.karauli@gmail.com","322230","ICAR-ATARI  Zone-II Jodhpur","Agriculture University , Kota Borkheda Farm, Baran road,Kota ","26.776537","77.072249"
"K0393","Dausa ","Krishi Vigyan Kendra,Khedla Khurd, Lalsot Road,Distt. Dausa ","Rajasthan","=""8""","Dausa ","Dausa","97","http://dausa.kvk2.in/index.html","NA","NA","kvkdausa@gmail.com","303303","ICAR-ATARI  Zone-II Jodhpur","Swami Keshwanand Rajasthan Agricultural University , Bikaner ","26.870811","76.33441"
"K0394","Baran ","Krishi Vigyan Kendra, Station Road, Anta","Rajasthan","=""8""","Baran ","Baran","89","http://www.kvkbaran.org","7457244862","7457244862","kvkanta@gmail.com","325202","ICAR-ATARI  Zone-II Jodhpur","Agriculture University , Kota Borkheda Farm, Baran road,Kota ","25.154895","76.302629"
"K0395","Rajsamand","Krishi Vigyan Kendra, Near R.K. Hospital ,Bhilwara By-Pass Road,Distt. Rajsamand (Rajasthan)","Rajasthan","=""8""","Rajsamand","Rajsamand","112","http://www.mpuat.ac.in","NA","NA","kvkrjsd@yahoo.co.in","313324","ICAR-ATARI  Zone-II Jodhpur","Maharana Pratap University of Agriculture & Techn , Udaipur","25.040747","73.880545"
"K0396","Sawai Madhopur ","Krishi Vigyan Kendra, Karmoda, Distt. Sawai Madhopur","Rajasthan","=""8""","Sawai Madhopur ","Sawai Madhopur","113","http://sawaimadhopur.kvk2.in/","8769887687","NA","kvk.swm@gmail.com","322027","ICAR-ATARI  Zone-II Jodhpur","Agriculture University , Kota Borkheda Farm, Baran road,Kota ","26.069811","76.367028"
"K0397","Ajmer","Krishi Vigyan Kendra,Tabiji Farm, NH No.8,Distt. Ajmer","Rajasthan","=""8""","Ajmer","Ajmer","86","http://ajmer.kvk2.in/index.html","0145-2970139","NA","kvkajmer@gmail.com","305206","ICAR-ATARI  Zone-II Jodhpur","Swami Keshwanand Rajasthan Agricultural University , Bikaner ","26.373938","74.600809"
"K0398","Dhaulpur","Krishi Vigyan Kendra, RIICO Industrial Area, Ondela Road, Dholpur","Rajasthan","=""8""","Dhaulpur","Dholpur","98","http://dholpur.kvk2.in/","05642-240457","NA","pc.kvk.dholpur@sknau.ac.in","328001","ICAR-ATARI  Zone-II Jodhpur","Swami Keshwanand Rajasthan Agricultural University , Bikaner ","26.719316","77.888011"
"K0399","Alwar 1","Krishi Vigyan Kendra, Navgaon, Distt. Alwar","Rajasthan","=""8""","Alwar","Alwar","87","http://alwar1.kvk2.in/","01468-275276","NA","kvknavgaon@gmail.com","301025","ICAR-ATARI  Zone-II Jodhpur","Rajasthan Agricultural University , Beechwal, Bikaner, Rajasthan","27.648146","76.866401"
"K0400","Jaisalmer 1","Krishi Vigyan Kendra,P.Box No.42, CAZRI Area,Distt. Jaisalmer","Rajasthan","=""8""","Jaisalmer","Jaisalmer","103","http://www.raubikaner.org","02992-251359","02992-251359","kvk.jaisalmer@gmail.com","345001","ICAR-ATARI  Zone-II Jodhpur","Swami Keshwanand Rajasthan Agricultural University , Bikaner ","26.922089","70.968761"
"K0401","Nagaur 1","Krishi Vigyan Kendra,PO. No. 36, Athiyasan,Distt. Nagaur","Rajasthan","=""8""","Nagaur","Nagaur","110","http://nagaur1.kvk2.in/","9462056423","9462056423","nagaurkvk@gmail.com","341001","ICAR-ATARI  Zone-II Jodhpur","Swami Keshwanand Rajasthan Agricultural University , Bikaner ","27.169532","73.782914"
"K0402","Dungarpur ","Krishi Vigyan Kendra, Faloj, Distt. Dungarpur","Rajasthan","=""8""","Dungarpur ","Dungarpur","99","NA","02964-265748","NA","pcdungarpur@gmail.com","314001","ICAR-ATARI  Zone-II Jodhpur","Maharana Pratap University of Agriculture & Techn , Udaipur","23.841332","73.720188"
"K0403","Chittorgarh ","Krishi Vigyan Kendra,Rithola,Distt. Chittorgarh","Rajasthan","=""8""","Chittaurgarh ","Chittorgarh","95","http://chittorgarh.kvk2.in/index.html","01472-235448","NA","pckvkchittorgarh@gmail.com","312001","ICAR-ATARI  Zone-II Jodhpur","Central Arid Zone Reserch Insttitute(ICAR) , Jodhpur-(Rajasthan)","24.840931","74.586742"
"K0404","Kota ","Krishi Vigyan Kendra,PO. Borkhera Baran Road,Distt. Kota","Rajasthan","=""8""","Kota ","Kota","109","http://www.kvkkota.com","0744-2326726","0744-2326726","kvkborkherakota@gmail.com","324001","ICAR-ATARI  Zone-II Jodhpur","Agriculture University , Kota Borkheda Farm, Baran road,Kota ","25.182341","75.886083"
"K0405","Bundi ","Krishi Vigyan Kendra, P.Box - No.4, Nainwa Road, District Bundi","Rajasthan","=""8""","Bundi ","Bundi","94","http://bundi.kvk2.in/","0747-","NA","kvkbundi@aukota.org","323001","ICAR-ATARI  Zone-II Jodhpur","Agriculture University , Kota Borkheda Farm, Baran road,Kota ","25.438461","75.652015"
"K0406","Jhalawar","P. B. No. 16, N.H.-52, Opposite Housing Board, Kota road, Jhalawar","Rajasthan","=""8""","Jhalawar","Jhalawar","105","http://jhalawar.kvk2.in/","07432-294404","NA","kvkjhalawar@aukota.org","326001","ICAR-ATARI  Zone-II Jodhpur","Agriculture University , Kota Borkheda Farm, Baran road,Kota ","24.59378","76.144152"
"K0407","Bhilwara 1","Krishi Vigyan Kendra,P.Box No.56Distt. Bhilwara ","Rajasthan","=""8""","Bhilwara","Bhilwara","92","http://bhilwara.kvk2.in/","1482297173","NA","kvkbhilwara@rediffmail.com","311001","ICAR-ATARI  Zone-II Jodhpur","Maharana Pratap University of Agriculture & Techn , Udaipur","25.352672","74.702401"
"K0408","Pali 1","Krishi Vigyan Kendra,CAZRI (ICAR), Jodhpur Road","Rajasthan","=""8""","Pali ","Pali","111","http://cazrikvkpali.org.in/","2932256771","2932256771","cazrikvkpali@gmail.com","306401","ICAR-ATARI  Zone-II Jodhpur","ICAR CAZRI , Light Industrial Area Jodhpur , Rajasthan","25.801236","73.290921"
"K0409","Tonk ","Krishi Vigyan Kendra, District - Tonk","Rajasthan","=""8""","Tonk ","Tonk","116","http://tonk.kvk2.in/","01438-228333","01438-222365","kvktonk@gmail.com","304022","ICAR-ATARI  Zone-II Jodhpur","Banasthali Vidya Pith , PO. BanasthaliTonk","26.165557","75.761782"
"K0410","Jaipur 1 ","Krishi Vigyan Kendra, VPO- Tankarda, Chomu, Distt. Jaipur (Rajasthan)","Rajasthan","=""8""","Jaipur ","Jaipur","102","http://jaipur1.kvk2.in/","01423 235133","01423 235133","kvkchomu@gmail.com","303702","ICAR-ATARI  Zone-II Jodhpur","Pragati Trust, Jaipur , Pragati Trust, Chomu, Japiur-303 702","27.174837","75.682471"
"K0411","Churu 1","Krishi Vigyan Kendra, GVM, Sardarshahar","Rajasthan","=""8""","Churu ","Churu","96","www.churu1.kvk2.in","1564221624","NA","kvkchuru@gmail.com","331403","ICAR-ATARI  Zone-II Jodhpur","Ghandi Vidya Mandir , Sardar Shahar, Churu ","28.449651","74.509804"
"K0412","Barmer 1","Krishi Vigyan Kendra Barmer - I, Village - Danta, post - Marudi, Distt. Barmer","Rajasthan","=""8""","Barmer ","Barmer","90","http://www.barmer1.kvk2.in","NA","NA","kvkbarmer@yahoo.com","344001","ICAR-ATARI  Zone-II Jodhpur","Society for Upliftment of Rural Economy , Society for Upliftment of Rural Economy, Barmer- 334 001","25.731678","71.288472"
"K0413","Jhunjhunu","Krishi Vigyan Kendra,Abusar, P.Box No.15,Distt. Jhunjhunu","Rajasthan","=""8""","Jhunjhunun","Jhunjhunu","106","http://jhunjhunu.kvk2.in/","1592233420","NA","kvkabusar@gmail.com","333001","ICAR-ATARI  Zone-II Jodhpur","Swami Keshwanand Rajasthan Agricultural University , Bikaner ","28.098534","75.340649"
"K0414","Sirohi","Krishi Vigyan Kendra,P.Box No.15,Distt. Sirohi","Rajasthan","=""8""","Sirohi","Sirohi","115","http://sirohi.kvk2.in/","02972-293230","NA","pckvksirohi@yahoo.com","307001","ICAR-ATARI  Zone-II Jodhpur","Maharana Pratap University of Agriculture & Techn , Udaipur","24.951703","72.879666"
"K0415","Hanumangarh 1","Krishi Vigyan Kendra, Sangaria, Distt. Hanumangarh","Rajasthan","=""8""","Hanumangarh ","Hanumangarh","101","http://www.kvksangaria.org, Hanumangarh1.kvk2.in","01499-252702","01499-252702","kvksangariahmh@gmail.com","335063","ICAR-ATARI  Zone-II Jodhpur","Gramothan Vidya Peeth , GramothanVidyaPeeth, Sangaria, Hanumangaarh -335 065","29.791721","74.461666"
"K0416","Bharatpur ","Krishi Vigyan Kendra, Kumher, Distt. Bharatpur (Rajasthan)","Rajasthan","=""8""","Bharatpur ","Bharatpur","91","http://bharatpur.kvk2.in/","NA","NA","pc.kvk.kumher@sknau.ac.in","321001","ICAR-ATARI  Zone-II Jodhpur","Rajasthan Agricultural University , Beechwal, Bikaner, Rajasthan","27.344145","77.372276"
"K0417","Jalore 1","Krishi Vigyan Kendra,Keshwana,Distt. Jalore","Rajasthan","=""8""","Jalor","Jalore","104","http://jalore.kvk2.in/","NA","NA","kvkjlr@gmail.com","343001","ICAR-ATARI  Zone-II Jodhpur","Swami Keshwanand Rajasthan Agricultural University , Bikaner ","25.369224","72.496616"
"K0418","Bikaner 1","Krishi Vigyan Kendra,Beechwal,Distt. Bikaner","Rajasthan","=""8""","Bikaner","Bikaner","93","NA","0151 2250944","NA","kvkbikaner@gmail.com","334006","ICAR-ATARI  Zone-II Jodhpur","Rajasthan Agricultural University , Beechwal, Bikaner, Rajasthan","28.087021","73.351961"
"K0419","Banswara","Krishi Vigyan Kendra, Borwat Farm, Dahod Road,","Rajasthan","=""8""","Banswara ","Banswara","88","http://www.mpuat.ac.in","NA","02962-260069","kvkbanswara3@gmail.com","327001","ICAR-ATARI  Zone-II Jodhpur","Maharana Pratap University of Agriculture & Techn , Udaipur","26.401422","75.872161"
"K0420","Jodhpur 1","Krishi Vigyan Kendra, ICAR-CAZRI Campus, Jodhpur, Rajasthan-342005","Rajasthan","=""8""","Jodhpur","Jodhpur","107","http://jodhpur1.kvk2.in","0291-2741907","NA","kvk.jodhpur1@icar.gov.in","342005","ICAR-ATARI  Zone-II Jodhpur","ICAR CAZRI , Light Industrial Area Jodhpur , Rajasthan","26.242","73.0087"
"K0421","Udaipur 1","Krishi Vigyan Kendra,Badgaon,Distt. Udaipur","Rajasthan","=""8""","Udaipur","Udaipur","117","http://www.vbkvk.org","0294-2450800","0294-2450800","vbkvk@yahoo.com","313001","ICAR-ATARI  Zone-II Jodhpur","Vidya Bhawan Society , Vidya Bhawan Society, badgaon, Udaipur- 313 001","24.62791","73.682722"
"K0422","Sikar 1","Krishi Vigyan Kendra, Fatehpur Shekhawati, Distt. Sikar","Rajasthan","=""8""","Sikar","Sikar","114","http://kvk.sikar@icar.gov.in /","01571-222062","01571-222062","bkvkftr@gmail.com","332301","ICAR-ATARI  Zone-II Jodhpur","Swami Keshwanand Rajasthan Agricultural University , Bikaner ","27.935844","74.980886"
"K0423","Alwar 2","Krishi Vigyan Kendra Vill. -Gunta, Tehsil -Bansur,Alwar District","Rajasthan","=""8""","Alwar","Alwar","87","http://alwar2.kvk2.in/","NA","NA","kvkbansur@gmail.com","301402","ICAR-ATARI  Zone-II Jodhpur","ICAR Directorate of Rapeseed Mustard Research  , Sewar, Bharatpur, Rajasthan","27.75339","76.357874"
"K0424","Nagaur 2","Krishi Vigyan Kendra, Vill.- Maulasar, Tehsil-Didwana,Distt. Nagaur","Rajasthan","=""8""","Nagaur","Nagaur","110","http://nagaur2.kvk2.in/","01580-240096","NA","kvkmaulasar@gmail.com","341506","ICAR-ATARI  Zone-II Jodhpur","Swami Keshwanand Rajasthan Agricultural University , Bikaner ","27.311475","74.75492"
"K0425","Jaipur 2 ","Krishi Vigyan Kendra V.P.- Gonera, Teh-. Kotputli, Distt –(Jaipur-II)","Rajasthan","=""8""","Jaipur ","Jaipur","102","http://jaipur2.kvk2.in/","NA","NA","kvkkotputli@gmail.com","303108","ICAR-ATARI  Zone-II Jodhpur","Shri Karan Narendra Agriculture University , Jobner, Jaipur, Rajasthan","27.705286","76.201321"
"K0426","Churu 2","Krishi Vigyan KendraVill. Thirpali Choti, Chandgothi,Distt. Churu","Rajasthan","=""8""","Churu ","Churu","96","http://churu2.kvk2.in/","1559227227","1559227227","kvkchuru2@gmail.com","331305","ICAR-ATARI  Zone-II Jodhpur","Swami Keshwanand Rajasthan Agricultural University , Bikaner ","28.421071","75.526831"
